"item_code","item_name","brand","category1","category2","total_amount","total_sale","first_sale_date","last_sale_date","min_price","max_price","avg_price"
27139,"KIRTA.100/0 A-5 LISE DEFTERI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","6","4032.00","2019-04-28 08:57:29","2019-04-28 08:57:29","672.00","672.00","672.00"
9518,"KIRTA.LINEPLUS FOSFORLU KLM.YSL.","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","9","38.25","2019-12-25 08:04:47","2019-12-25 08:04:47","4.25","4.25","4.25"
9448,"MAGNUM M600 ROLLER KALEM MAVI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","40.00","2019-05-13 08:35:00","2019-05-13 08:35:00","5.00","5.00","5.00"
23382,"MAYLO T.KAGIDI 12 LI *4*","MAYLO","KAGIT","KAGIT URUNLER","8","73728.00","2019-03-17 08:23:12","2019-03-17 08:23:12","9216.00","9216.00","9216.00"
15765,"SARF METALIZE HED.PAK.POSETI 40*60","SARF","SARF","SARF","8","54.40","2019-08-10 08:58:43","2019-08-10 08:58:43","6.80","6.80","6.80"
11118,"G.ANTEP PATLICAN KURUSU","KURU MEYVE SEBZE","SEBZE","KURUTMALIK","1","5.90","2019-04-16 19:07:52","2019-04-16 19:07:52","5.90","5.90","5.90"
13166,"P.BA.KESME 679 VAZO B.","PASA BAHCE","EV","MUTFAK GERECLERI","6","82.80","2019-03-26 13:10:13","2019-03-26 13:10:13","13.80","13.80","13.80"
1116,"NEF.17.LEBLEBI SARI DUBLE 1 KG","NEFISO","GIDA","BISKUVI-CEREZ","7","128.10","2019-05-03 18:09:56","2019-05-03 18:09:56","18.30","18.30","18.30"
25215,"BEBELAC 4 500 GR SIVI *24*","BEBELAC","BEBEK","HAZIR YEMEK-MAMA","1","2316.00","2019-05-01 18:09:56","2019-05-01 18:09:56","2316.00","2316.00","2316.00"
3561,"ALGIDA C.DOR 1 LT.PARC.KAY.VIS.BIT.","ALGIDA","SUT","DONDURMA-SUTLU TATLI","1","7452.00","2019-12-13 16:34:26","2019-12-13 16:34:26","7452.00","7452.00","7452.00"
23612,"KOL.EYUP S.T. 22 CAM 250 ML *24*","EYUP SABRI","KOZMETIK","PARFUM-DEODORANT","8","59136.00","2019-09-10 08:42:30","2019-09-17 13:10:13","7392.00","7392.00","7392.00"
22787,"PRT.RENKLI FOTOKOPI KAGIDI 100LÜ","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","18","265.50","2019-09-29 08:48:20","2019-12-22 21:43:45","14.75","14.75","14.75"
15250,"PRT.PAREX EKO.BUZG.VANIL.KOK. COP TOR.KUC.","PAREX","EV","MUTFAK GERECLERI","9","42.12","2019-06-07 08:54:14","2019-06-07 08:54:14","4.68","4.68","4.68"
18448,"ALGIDA MAG.BLACK ESPR.PROMO *20*","ALGIDA","SUT","DONDURMA-SUTLU TATLI","8","18432.00","2019-09-10 16:57:59","2019-09-10 16:57:59","2304.00","2304.00","2304.00"
11652,"GILLETTE VENUS BREZE MAKINA 2 UP*10*","GILLETTE","KOZMETIK","YUZ BAKIM","3","149.70","2019-05-14 08:28:22","2019-05-14 08:28:22","49.90","49.90","49.90"
23225,"METAL TUKENMEZ KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","12.48","2019-04-18 08:06:42","2019-04-18 08:06:42","1.56","1.56","1.56"
10264,"MIKRO 10 RENK TUKENMEZ KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","7","26.25","2019-04-24 20:08:35","2019-04-24 20:08:35","3.75","3.75","3.75"
14852,"COLGATE D.MAC.125 ML MAX FR.YES.*48*","COLGATE","KOZMETIK","AGIZ BAKIM","1","8028.00","2019-08-17 19:53:35","2019-08-17 19:53:35","8028.00","8028.00","8028.00"
25248,"TURSIL JEL 24 YIKAMA LEYLAK BAHCESI *6*","TURSIL","DETERJAN","CAMASIR YIKAMA","4","55.60","2019-07-22 16:40:20","2019-07-22 16:40:20","13.90","13.90","13.90"
19416,"DALAN SAMP.400 ML KEPEK KARSITI*12*","DALAN","KOZMETIK","DUS-BANYO","4","55.00","2019-01-07 16:14:55","2019-01-07 16:14:55","13.75","13.75","13.75"
6278,"FRESH'N SOFT MENDIX HAVLU 90 'LI PRT*24*","FRESH N SOFT","KAGIT","ISLAK MENDIL-HAVLULAR","9","44.10","2019-04-11 13:07:33","2019-04-11 13:07:33","4.90","4.90","4.90"
9398,"WRİGHT TRUCK SET","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","5","19.50","2019-06-19 16:01:40","2019-08-13 08:04:50","3.90","3.90","3.90"
12409,"OYUNCAK FUTBOL TOPU","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","2","57.80","2019-06-15 20:08:35","2019-06-15 20:08:35","28.90","28.90","28.90"
23767,"SOLEN MILAN.HED.CIK 420 GR MADLEN","SOLEN","SEKERLEME","CIKOLATA-GOFRET","6","162.00","2019-10-13 13:54:15","2019-10-13 13:54:15","27.00","27.00","27.00"
4136,"MARET KOKTEYL SOSIS DANA 250 GR","MARET","ET","ISLENMIS ET","3","27.72","2019-02-01 08:06:42","2019-02-01 08:06:42","9.24","9.24","9.24"
15328,"TURANC SET","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","9","24.75","2019-03-24 20:17:14","2019-03-24 20:17:14","2.75","2.75","2.75"
2823,"ABC SIVI KREM 750 ML AMONYAKLI *20*","ABC","DETERJAN","EV TEMIZLEYICILER","3","22.35","2019-08-22 08:14:55","2019-08-22 08:14:55","7.45","7.45","7.45"
25687,"SUTAS TATLIM 4X60 GR MUZLU PUD. *24*","SUTAS","SUT","DONDURMA-SUTLU TATLI","2","5.98","2019-11-09 08:10:13","2019-11-09 08:10:13","2.99","2.99","2.99"
12784,"GOLBASI SALATALIK TURSULUK","SALATALIK","SEBZE","GOLBASI MANAV","2","533376.00","2019-01-25 09:00:54","2019-01-25 09:00:54","266688.00","266688.00","266688.00"
6997,"GULSAN RECEL 380 GR GUL *12*","GULSAN","KAHVALTILIK","BAL-RECEL","1","6.35","2019-11-04 14:52:06","2019-11-04 14:52:06","6.35","6.35","6.35"
22678,"SOLAN HAYELLER","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","9","51.84","2019-06-26 19:59:03","2019-06-26 19:59:03","5.76","5.76","5.76"
10286,"LUX BAY CORAP","LUX","EV","TEKSTIL-GIYIM-AKSESUAR","8","21408.00","2019-12-04 14:37:44","2019-12-04 14:37:44","2676.00","2676.00","2676.00"
3047,"VTK VERSATIL KALEM 0.7","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","9","40.50","2019-03-15 08:57:27","2019-03-15 08:57:27","4.50","4.50","4.50"
3125,"ALPELLA 1580-7 BATON ANT.FIST.35 GR*72*","ULKER","SEKERLEME","CIKOLATA-GOFRET","6","6624.00","2019-06-23 08:28:22","2019-06-23 08:28:22","1104.00","1104.00","1104.00"
14048,"OYUNCAK MELISSA BEBEK","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","8","236.00","2019-02-16 08:30:15","2019-02-16 08:30:15","29.50","29.50","29.50"
12357,"TEKMELIK CIFT CIRTLI S-M-L","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","8","188.80","2019-12-09 20:37:19","2019-12-09 20:37:19","23.60","23.60","23.60"
22225,"RAYTING TAHTA KALEMI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","4","4.80","2019-03-28 08:20:59","2019-03-28 08:20:59","1.20","1.20","1.20"
12788,"GOLBASI PATATES HASLAMALIK","PATATES","SEBZE","GOLBASI MANAV","4","22224.00","2019-06-18 08:20:46","2019-06-18 08:20:46","5556.00","5556.00","5556.00"
25003,"TIGRA CIZIM SETI PERGELLI","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","2","5.00","2019-07-28 12:37:07","2019-07-28 12:37:07","2.50","2.50","2.50"
7427,"UMIT GRISSINI KEPEKLI 100 GR.","UMIT","GIDA","UNLU MAMUL-TATLI","3","7.80","2019-09-08 12:26:50","2019-09-08 12:26:50","2.60","2.60","2.60"
5908,"KARLIDAG PEYNIR SURULEBILIR 700 GR","KARLIDAG","KAHVALTILIK","SUT-YOGURT-PEYNIR","7","122.15","2019-03-17 09:10:24","2019-03-17 09:10:24","17.45","17.45","17.45"
19145,"SENSODYNE D.MAC. 75 ML+50 TAM KORUMA BYZ.*12*","SENSODYNE","KOZMETIK","AGIZ BAKIM","4","127.60","2019-10-13 16:31:17","2019-10-13 16:31:17","31.90","31.90","31.90"
9472,"PENTI 15 DEN DIZALTI 57 TEN","PENTI","EV","TEKSTIL-GIYIM-AKSESUAR","3","7344.00","2019-01-01 11:19:10","2019-01-01 11:19:10","2448.00","2448.00","2448.00"
8397,"OYUNCAK BATMAN VE SUPERMEN 200 PRC.PUZZLE","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","7","187.25","2019-06-11 19:40:54","2019-06-11 19:40:54","26.75","26.75","26.75"
11440,"H&SHOUL.275 ML 1/1 S.KREMI BESLEYICI *6*","H&SHOULDERS","KOZMETIK","DUS-BANYO","3","44.25","2019-09-21 11:19:10","2019-09-21 11:19:10","14.75","14.75","14.75"
7387,"COOK EKO.PLS.KUCUK TABAK 10'LU *120*","COOK","EV","MUTFAK GERECLERI","5","13.45","2019-08-17 08:40:33","2019-08-17 08:40:33","2.69","2.69","2.69"
27283,"CEM PROMO 24 CM SERAMIK K.YARIK TAVA","CEM","EV","MUTFAK GERECLERI","7","275.52","2019-10-07 08:18:28","2019-10-07 08:18:28","39.36","39.36","39.36"
27976,"KITAP METAFIZIK ISTIHBARAT","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","9","116.10","2019-05-08 08:04:50","2019-05-08 08:04:50","12.90","12.90","12.90"
15480,"NILDEN YUMURTA 15'LI SARI (M)","NILDEN","KAHVALTILIK","YUMURTA-ZEYTIN","2","1998.00","2019-05-27 19:07:52","2019-05-27 19:07:52","999.00","999.00","999.00"
23024,"GT5YME.11600.00","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","3","53.25","2019-09-12 08:35:00","2019-09-12 08:35:00","17.75","17.75","17.75"
498,"NEF.31.KAJU FISTIGI 1 KG","NEFISO","GIDA","BISKUVI-CEREZ","9","609.12","2019-03-16 08:42:11","2019-03-16 08:42:11","67.68","67.68","67.68"
3756,"DURU PRATIK HASLAN.K FASULYE 400 GR *8*","DURU","GIDA","HAZIR YEMEK-KONSERVE-SALCA","9","37.80","2019-08-23 13:54:15","2019-08-23 13:54:15","4.20","4.20","4.20"
18306,"ORUCOGLU A.YAGI 4,5 LT PET *4*","ORUCOGLU","GIDA","SIVI YAG","2","79.50","2019-08-24 08:17:25","2019-08-24 08:17:25","39.75","39.75","39.75"
14756,"MILUPA APTAMIL 900 GR 2","MILUPA","BEBEK","HAZIR YEMEK-MAMA","3","377.85","2019-12-30 08:18:28","2019-12-30 08:18:28","125.95","125.95","125.95"
11638,"KOZA 203 BAYAN ATLET L","KOZA","EV","TEKSTIL-GIYIM-AKSESUAR","5","19680.00","2019-04-12 08:02:17","2019-04-12 08:02:17","3936.00","3936.00","3936.00"
2123,"NG.VC SIYAH NOKTA TEM.TONIK 200 ML","NEUTROGENA","KOZMETIK","KISISEL BAKIM","8","279.20","2019-04-29 15:09:28","2019-04-29 15:09:28","34.90","34.90","34.90"
25746,"EVEREST SC-401 USB MIKROFONLU PC KAMERA","EVEREST","EV","ELEKTRIK-ELEKTRONIK","6","86.40","2019-10-27 18:47:02","2019-10-27 18:47:02","14.40","14.40","14.40"
24181,"TOTAL GRAPON KAGIT BEYAZ","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","7","8.75","2019-05-30 08:54:31","2019-05-30 08:54:31","1.25","1.25","1.25"
13859,"ARBELLA MAK.400 GR GLU.LAZANYA *24*","ARBELLA","GIDA","BAKLIYAT-MAKARNA","2","15.80","2019-04-28 13:27:27","2019-04-28 13:27:27","7.90","7.90","7.90"
657,"ERIK CAN","ERIK","MEYVE","MALATYA MANAV","2","26.90","2019-03-01 17:10:49","2019-03-01 17:10:49","13.45","13.45","13.45"
25496,"KIRTA.MET.40 YAP.CIZGILI LISE","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","5","8.75","2019-09-24 21:08:20","2019-09-24 21:08:20","1.75","1.75","1.75"
16669,"VAK.SURTMELI JEEP","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","5","82.50","2019-11-01 08:21:03","2019-11-01 08:21:03","16.50","16.50","16.50"
13895,"IPEK SAMP.600 ML DOKULME KARSITI *12*","IPEK","KOZMETIK","DUS-BANYO","2","17.80","2019-12-22 14:40:07","2019-12-22 14:40:07","8.90","8.90","8.90"
2062,"J.B. SAMPUAN BEBEK 200 ML","JOHNSON BABY","BEBEK","BEBE MALZEMELERI","7","62.30","2019-09-20 08:57:10","2019-09-20 08:57:10","8.90","8.90","8.90"
21382,"MABER RAKET SET","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","5","6.00","2019-11-14 08:36:47","2019-11-14 08:36:47","1.20","1.20","1.20"
20808,"BAG.POS.5 LI VANILYA 5 GR.*30*","BAGDAT","GIDA","UNLU MAMUL-TATLI","10","10.20","2019-02-09 18:00:59","2019-02-09 18:00:59","1.02","1.02","1.02"
3069,"BINGO LEKE SOKUCU NORMAL 1 KG.*6*","BINGO","DETERJAN","EV TEMIZLEYICILER","6","29.16","2019-12-04 19:03:29","2019-12-04 19:03:29","4.86","4.86","4.86"
19743,"CARPEX PAS SOKUCU","CARPEX","EV","KISISEL ILGI-EGLENCE","4","31488.00","2019-09-25 14:29:01","2019-09-25 14:29:01","7872.00","7872.00","7872.00"
2141,"GARNIER ARIND.TONIK KARMA YAG.200 ML","GARNIER","KOZMETIK","KISISEL BAKIM","1","13.90","2019-06-26 21:19:27","2019-06-26 21:19:27","13.90","13.90","13.90"
17696,"M.ORIGINAL DSN-807 CANTALI KULAKLIK","M.ORIGINAL","EV","ELEKTRIK-ELEKTRONIK","10","129.50","2019-06-08 13:01:24","2019-06-08 13:01:24","12.95","12.95","12.95"
15126,"FA DEO FIJI DREAM 150 ML","FA","KOZMETIK","PARFUM-DEODORANT","6","77.94","2019-03-20 18:03:57","2019-03-20 18:03:57","12.99","12.99","12.99"
14882,"OYUNCAK KRT. MANKEN GUZELLIK SETI","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","7","290.15","2019-04-17 12:36:00","2019-04-17 12:36:00","41.45","41.45","41.45"
2560,"KIRTA.TICAN METAL KALEMTRAS","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","4","4.80","2019-05-09 11:23:11","2019-05-09 11:23:11","1.20","1.20","1.20"
14095,"KURMALI ORDEK","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","9","65.25","2019-07-10 08:49:47","2019-07-10 08:49:47","7.25","7.25","7.25"
3716,"SARF (SHD) PAKET ET KUSBASI ETIKETI","SARF","SARF","SARF","10","1.90","2019-11-30 15:08:47","2019-11-30 15:08:47","0.19","0.19","0.19"
5174,"GIPTA OFICA MER.KAY.BANT 50MMX25M","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","9","10.80","2019-11-20 08:15:27","2019-11-20 08:15:27","1.20","1.20","1.20"
19925,"BINGO SIVI DET. 2 LT ERGUVAN ES.*6*","BINGO","DETERJAN","CAMASIR YIKAMA","7","99.12","2019-10-15 21:42:28","2019-11-25 18:09:56","14.16","14.16","14.16"
9333,"COCA COLA 1 LT LIME *12*","COCA","SOGUK ICECEKLER","GAZLI ICECEK","10","39.90","2019-01-18 13:54:15","2019-01-18 13:54:15","3.99","3.99","3.99"
13156,"TORKU SEKER BEYAZ STICK 4 GR*175*","TORKU","CAY-KAHVE-SEKER","GUNLUK ICECEK","7","54.60","2019-06-17 16:43:00","2019-06-17 16:43:00","7.80","7.80","7.80"
26042,"MUJDE LUX OGRENCI OPAK 10-3","MUJDE","EV","TEKSTIL-GIYIM-AKSESUAR","8","20544.00","2019-01-29 08:27:11","2019-01-29 08:27:11","2568.00","2568.00","2568.00"
20538,"CARETTA CKY-041-48 K.K.TR.","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","8","7776.00","2019-06-10 16:57:59","2019-06-10 16:57:59","972.00","972.00","972.00"
18152,"ULKER 064 COK.KASE 500 GR *6*","ULKER","KAHVALTILIK","CIKOLATA","1","6576.00","2019-02-05 18:38:51","2019-02-05 18:38:51","6576.00","6576.00","6576.00"
23078,"NATURAL BASIK TENCERE 24 CM","NATURAL","EV","MUTFAK GERECLERI","9","275.40","2019-12-12 09:21:56","2019-12-12 09:21:56","30.60","30.60","30.60"
22050,"ETI CIN 25 GR *36*","ETI","GIDA","BISKUVI-CEREZ","20","10.00","2019-10-20 08:40:33","2019-11-01 09:37:53","0.50","0.50","0.50"
27996,"NEFIS.KAJU FISTIK 250 GR PAK*20*","NEFISO","GIDA","BISKUVI-CEREZ","3","36.00","2019-09-14 13:01:24","2019-09-14 13:01:24","12.00","12.00","12.00"
438,"PATATES KISLIK TORBA","PATATES","SEBZE","MALATYA MANAV","3","3083328.00","2019-05-19 08:00:17","2019-05-19 08:00:17","1027776.00","1027776.00","1027776.00"
7070,"KIRTA.PLASTIK BURO KLASORU GENIS","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","6","57.00","2019-12-05 20:37:19","2019-12-05 20:37:19","9.50","9.50","9.50"
1965,"BIBER SIVRI- 2","BIBER","SEBZE","MALATYA MANAV","5","23.75","2019-09-21 13:13:49","2019-09-21 13:13:49","4.75","4.75","4.75"
5447,"ALGIDA KEYIF VANILYA 750 ML","ALGIDA","SUT","DONDURMA-SUTLU TATLI","8","38.40","2019-09-01 08:15:27","2019-09-01 08:15:27","4.80","4.80","4.80"
26671,"PENTI FIT LIKRA KILOTLU 57/2","PENTI","EV","TEKSTIL-GIYIM-AKSESUAR","1","3204.00","2019-07-24 15:09:28","2019-07-24 15:09:28","3204.00","3204.00","3204.00"
4439,"COLGATE D.FIR.ZIGZAG *12*","COLGATE","KOZMETIK","AGIZ BAKIM","8","79.20","2019-04-29 11:42:56","2019-04-29 11:42:56","9.90","9.90","9.90"
7673,"CAPPY MEYVA TANEM SEFTALI 330 ML PET","CAPPY","SOGUK ICECEKLER","GAZSIZ ICECEK","2","4.00","2019-09-12 16:43:00","2019-09-12 16:43:00","2.00","2.00","2.00"
11155,"PRIMA A.BABY IKIZ PLUS JUNIOR 26'LI *3*","PRIMA","BEBEK","BEBE MALZEMELERI","7","300.30","2019-08-01 17:18:34","2019-08-01 17:18:34","42.90","42.90","42.90"
16062,"DELTA ZIMBA TELI 24/6","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","13","39.00","2019-02-16 21:43:45","2019-04-11 14:52:06","3.00","3.00","3.00"
11814,"ORAL B D.FIR.CLAS.ORTA 3 'LU","ORAL B","KOZMETIK","AGIZ BAKIM","14","55.44","2019-01-21 13:22:37","2019-02-04 18:00:59","3.96","3.96","3.96"
12539,"SARF BASKILI HEDIYELIK KUCUK POSET*4 KG*","SARF","SARF","SARF","8","24.32","2019-03-06 08:17:50","2019-03-06 08:17:50","3.04","3.04","3.04"
3608,"PINAR KETCAP 600 GR KATKISIZ TATLI *6*","PINAR","GIDA","HAZIR YEMEK-KONSERVE-SALCA","21","156.45","2019-03-15 08:34:42","2019-05-29 08:24:31","7.45","7.45","7.45"
9552,"ALGIDA SO GOOD CIKO. 275 ML *6*","ALGIDA","SUT","DONDURMA-SUTLU TATLI","8","79.92","2019-05-13 08:34:42","2019-05-13 08:34:42","9.99","9.99","9.99"
11239,"PATOS CRITOS BARBEKU 97 GR*21*","PATOS","GIDA","BISKUVI-CEREZ","8","21792.00","2019-01-07 08:40:37","2019-01-07 08:40:37","2724.00","2724.00","2724.00"
15910,"BIFA 4010 TATKEK MEY.BATON 150 GR*12*","BIFA","GIDA","BISKUVI-CEREZ","6","4932.00","2019-10-26 18:38:51","2019-10-26 18:38:51","822.00","822.00","822.00"
7255,"PRT.STONE ASKIN TADI KLASIK","KARDA","SUT","DONDURMA-SUTLU TATLI","1","2.95","2019-04-25 08:57:27","2019-04-25 08:57:27","2.95","2.95","2.95"
14922,"TORKU PEYNIR KREMPARE 200 GR *32*","TORKU","KAHVALTILIK","SUT-YOGURT-PEYNIR","7","41.93","2019-01-06 21:28:34","2019-01-06 21:28:34","5.99","5.99","5.99"
16644,"RAMAZAN PAKETI NERGIS BULGUR PILAVLIK 2 KG","NERGIS","GIDA","BAKLIYAT-MAKARNA","2","15.24","2019-01-16 21:09:50","2019-01-16 21:09:50","7.62","7.62","7.62"
21705,"KIRTA.TEMAT STICK YAPS.20GR","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","6","22.50","2019-06-14 16:57:59","2019-06-14 16:57:59","3.75","3.75","3.75"
21165,"KENT MADLEN KARISIK 504 GR *6*","KENT","SEKERLEME","CIKOLATA-GOFRET","10","216.00","2019-12-05 15:27:43","2019-12-05 15:27:43","21.60","21.60","21.60"
5193,"PRF.REBUL COLORS 100 ML WHI.HED.","REBUL","KOZMETIK","PARFUM-DEODORANT","4","111.60","2019-04-19 08:02:17","2019-04-19 08:02:17","27.90","27.90","27.90"
25493,"DOYUM MILFOY HAMURU 1000 GR *10*","SUPER FREHS","GIDA","DONUK URUNLER","8","37344.00","2019-07-06 12:23:39","2019-07-06 12:23:39","4668.00","4668.00","4668.00"
13279,"GAR ARINDIR TEM JELI KARMA YAG T150","GARNIER","KOZMETIK","KISISEL BAKIM","9","134244.00","2019-01-26 18:16:26","2019-06-13 08:15:27","14916.00","14916.00","14916.00"
17881,"WEE 840 SILIKON DAMAKLI EMZIK NO1","WEE","BEBEK","BEBE MALZEMELERI","7","22.75","2019-01-15 08:36:46","2019-07-03 16:47:37","3.25","3.25","3.25"
10242,"ERPILIC TABAKLI BUT KG.","ERPILIC","KUMES","PILIC","5","76.45","2019-02-02 12:05:59","2019-02-02 12:05:59","15.29","15.29","15.29"
2432,"NFC PURE&EFFECT ALL IN ONE 150 ML","NIVEA","KOZMETIK","KISISEL BAKIM","3","92.70","2019-10-20 17:53:12","2019-10-20 17:53:12","30.90","30.90","30.90"
9346,"DETAN SINEK KIRAN 275 ML*48*","DETAN","TEMIZLIK","EV TEMIZLEYICILER","4","59.60","2019-10-30 10:20:40","2019-10-30 10:20:40","14.90","14.90","14.90"
15662,"BEYPILIC KUTULU GRILL PILIC KZM.KG","BEYPILIC","GIDA","HAZIR YEMEK-KONSERVE-SALCA","10","103920.00","2019-01-24 11:19:10","2019-08-19 08:49:47","10392.00","10392.00","10392.00"
3553,"NESTLE CITIR GOFRET 5 LI(5X18 GR) BITTER *20*","NESTLE","SEKERLEME","CIKOLATA-GOFRET","2","7.80","2019-01-07 18:38:51","2019-01-07 18:38:51","3.90","3.90","3.90"
1709,"ELMA GOLDEN 2.","ELMA","MEYVE","MALATYA MANAV","2","2.40","2019-12-17 08:55:15","2019-12-17 08:55:15","1.20","1.20","1.20"
24480,"PEROS YOGUN C.SUYU 750 ML BAH.FERAH. *16*","PEROS","DETERJAN","CAMASIR YIKAMA","2","9.00","2019-07-24 15:41:31","2019-07-24 15:41:31","4.50","4.50","4.50"
16010,"VIVIDENT CUZDAN FRUIT KARPUZ 26 GR*18*","VIVIDENT","SEKERLEME","SAKIZ-SEKERLEME","10","59.50","2019-06-13 09:27:30","2019-06-13 09:27:30","5.95","5.95","5.95"
26041,"MUJDE OPAK KULOTLU CORAP 40 DENYE 10","MUJDE","EV","TEKSTIL-GIYIM-AKSESUAR","7","15.75","2019-08-14 08:04:47","2019-08-14 08:04:47","2.25","2.25","2.25"
26472,"GEZER TERLIK BEBE ERKEK GT5YBM.08480.00","GEZER","EV","TEKSTIL-GIYIM-AKSESUAR","8","115968.00","2019-10-04 14:21:25","2019-10-04 14:21:25","14496.00","14496.00","14496.00"
26695,"OBA MAK.SPAGHETTI 500 GR *20*","OBA","GIDA","BAKLIYAT-MAKARNA","7","8.05","2019-04-14 13:54:15","2019-04-14 13:54:15","1.15","1.15","1.15"
12792,"HATAY LAVAS PEYNIRI KG","HATAY","KAHVALTILIK","SUT-YOGURT-PEYNIR","5","231.25","2019-06-12 08:36:46","2019-06-12 08:36:46","46.25","46.25","46.25"
23701,"F 150 FLORA LAVABO ACICI SU POMPASI","FLORA","DETERJAN","EV TEMIZLEYICILER","8","43008.00","2019-01-28 08:23:12","2019-01-28 08:23:12","5376.00","5376.00","5376.00"
20523,"RAMAZAN PAKETI NERGIS KRISTAL BEYAZ SEKER 2 KG","NERGIS","GIDA","BAKLIYAT-MAKARNA","4","26784.00","2019-02-01 08:30:14","2019-02-01 08:30:14","6696.00","6696.00","6696.00"
12076,"H&SHOULDERS 550 ML ERK.OZEL DOK.KAR.*6*","H&SHOULDERS","KOZMETIK","DUS-BANYO","4","59712.00","2019-08-31 08:46:54","2019-08-31 08:46:54","14928.00","14928.00","14928.00"
15473,"SLEEPY ISLAK HAV. 3X50'LI GUL *12*","SLEEPY","KAGIT","ISLAK MENDIL-HAVLULAR","3","29.70","2019-02-15 08:32:01","2019-02-15 08:32:01","9.90","9.90","9.90"
21838,"EN GUZEL ANNEDEN COCUKLARA MASALLAR","KITAPLAR","EV","KITAP-DERGI-KIRTASIYE","4","14.00","2019-02-26 14:22:52","2019-02-26 14:22:52","3.50","3.50","3.50"
16419,"JIBER 146 LIKRALI UZUN DON BEYAZ NO3","JIBER","EV","TEKSTIL-GIYIM-AKSESUAR","8","155712.00","2019-06-10 08:02:17","2019-06-10 08:02:17","19464.00","19464.00","19464.00"
16598,"MİKRO VERSATIL 2MM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","2","3.00","2019-04-21 08:57:27","2019-04-21 08:57:27","1.50","1.50","1.50"
9084,"OYUNCAK KUTULU MUZIKLI SALLABAS","OYUNCAK","OYUNCAK","ZEKA GELISTIRICI","8","284.80","2019-01-29 17:36:15","2019-01-29 17:36:15","35.60","35.60","35.60"
735,"BAY.SEK.ULKER BONBON SUTLU KG.","ULKER","SEKERLEME","SAKIZ-SEKERLEME","4","79.60","2019-11-12 13:51:19","2019-11-12 13:51:19","19.90","19.90","19.90"
15500,"PAMELA BAYAN LUX TERMAL CORAP","PAMELA","EV","TEKSTIL-GIYIM-AKSESUAR","6","40.50","2019-11-12 18:38:51","2019-11-12 18:38:51","6.75","6.75","6.75"
2351,"OB.D.FIR.PILLI EXPERT DB04 *12*","ORAL B","KOZMETIK","AGIZ BAKIM","6","575.40","2019-07-26 08:55:15","2019-07-26 08:55:15","95.90","95.90","95.90"
671,"BAY.SEK.KENT LIMONATAT KG","KENT","SEKERLEME","SAKIZ-SEKERLEME","10","199.50","2019-07-05 16:24:12","2019-07-05 16:24:12","19.95","19.95","19.95"
14848,"SARF SHARP YAZAR KASA RULOSU IGNE UCLU","SARF","SARF","SARF","8","3.36","2019-06-20 08:20:46","2019-06-20 08:20:46","0.42","0.42","0.42"
6131,"FLASH DASH VERSATIL KALEM","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","3","5.85","2019-08-26 08:15:48","2019-10-11 08:17:25","1.95","1.95","1.95"
13252,"DELTA ZIMBA TELI 10","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","5","8.75","2019-03-30 08:06:42","2019-03-30 08:06:42","1.75","1.75","1.75"
14938,"ONAS TAHTA KALEMI SIYAH","KIRTASIYELER","EV","KITAP-DERGI-KIRTASIYE","7","13.65","2019-06-08 08:15:04","2019-06-08 08:15:04","1.95","1.95","1.95"
